,Text,Offensive
5894,Only political person and government officer have big black money by way of cash gold property,CAG
5895,Hold vguard or sell after bonus ..pe is high now ..average price is 170,NAG
5896,turkey is a muslim country but not run by islamic laws.its not secular but still moderate than other muslim countries thts y its progressive but now to secure his position erdogan is pushing for islamic laws which will ultimately screw the country like pakistan.,NAG
5897,"I understand the willful desire of many but the thing is still PM is working day in & out let him do his work, Results can be a mark of evaluation of 5 or 10 years but guys results are shown & stats doesnt lies, Tax impose & Revenue Sector is establishing the economy I think we should be positive for future.....",NAG
5898,Neta ko bhejo border me tb pta chlega jaan kya chij hoti h,CAG
5899,Hi,NAG
5900,"That's what happens when Aryens in our country largely illiterates are ruling Literare n knowledgable Dravidians . 
EC should not allow anyone below a graduate ( certainly not North Indian UP type of graduates) to vote in elections .",OAG
5901,Natarajan sir do u know the condition in kashmir now a days??,NAG
5902,"Who is yogiji.
Accused in rioting, attempt to murder and lot more",NAG
5903,What BJP did to you people. There are no suicide attacks after BJP  came in to power.,NAG
5904,Useless,OAG
5905,Anthony... The reason I spoke abt Mercedes is coz u made a statement abt ppl standing in queues... Also we r all kids to understand as its not only BJP but all others parties. We have been fooled for years by one leadership... Let's give a fair chance to others...,CAG
5906,Very true. Ratan Tata returning shows a poor corporate policy,NAG
5907,"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/ 

 Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake.",OAG
5908,Sonia mam...you are the best anchor in CNBC-TV18 after udyan Sir,NAG
5909,He is duffer,OAG
5910,"When govt. increases prices of railways, people make lot of hue & cry but when Hotel / Restaurant operators unethically charges Service Charge its acceptable.",NAG
5911,"hey sonia Looking cute, i am holding EQUITAS1500@173, 3-6 months views",NAG
5912,Wrong choice for Bheem,OAG
5913,"First fall who gave permission for the college 🏫,  which is unfinished standing on bricks, no cement work done",CAG
5914,he is non sense stupid fellow just want to fool my Muslim brethren and rule over them,OAG
5915,RSS KI DHAMKIYON KI  SAAMNE JUKKNEVAALA NAHI COMMUNIST.,CAG
5916,u compare her contribution to the field of peace with nelson mandela n ull get the result,NAG
5917,Dear Lady my advice to you is Don't worry about such things because a average survival rate of penny politicians is less than 5 years.And you are going to be there for 30 years.,OAG
5918,"They have no knowledge of  our history and the sacrifices  of our leaders. There was no cow included. People critising   our leaders were not even born , .just trying to protect their hooligans. It is a shame to justifice the continued lawlessness.",OAG
5919,Dialogue is un ending. Dialogue should be stoped and real action to be taken.,CAG
5920,@chinmay hebbar...  check bheemsena wikipedia..,CAG
5921,Poor implementation.... Not gonna win the next election for sure,CAG
5922,Sir I would be glad if u concentrate on reasons why actually citizens take up arms.,NAG
5923,This is insane. We need re-election,OAG
5924,"Wow, you are a one of the greatest economist born in India till the date, we all here are very thankful to you because you shared your great knowledge to people of this country.",NAG
5925,"For God's sake ... STOP WASTING TIME ON NON-ISSUES, THERE ARE AMPLE PROBLEMS IN THIS COUNTRY TO WORK ON ... PLEASE FOCUS ON THOSE, DEAR GOVERNMENT ... YOU HAVE GOT A JOB TO DO !!!",NAG
5926,Stop beef in Kerala,NAG
5927,this is my idea -refer my comment 2012 -from chanikya,NAG
5928,Give us your opinion on Andhra Bank....Should I hold or sell...,NAG
5929,Hitt man not,CAG
5930,Sonu is a jobless singer now...So his desperation come out to this comment...His sleep either day or night is not normally .....Now he is a road singer ....,OAG
5931,Just go and ask those who made them sleep on roads for 70 years...,CAG
5932,Rohit Sharma for super fools like uu beauty is definitely a parameter for respect.. Poor you!!,OAG
5933,"Kejriwal was already known for his rti activism and anna just used him as a ploy to portray himself as the next gandhi whereas in truth he only wanted to break as many congress votes as he could to let bjp win! Now the old hypocrite is nowhere to be seen, no lokpal yet he has time to comment on the only honest party in the country! Sahi khel gya buddha!",OAG
5934,"Many youngsters, irrespective of their religion, are frustrated with the system that fails them all the time from having a hope or growth, so if they find any outlet to release their energy they don't think twice. Disintegration amony communities also a leading cause for violence",CAG
5935,"What is this solidarity March?
Which political party has sponsored this useless ""solidarity"" march?
Is this ""solidarity march"" towards showing ""solidarity"" for third class political parties like Congress Aap, TMC, CPI, who gave absolutely no agenda to take on the govt??!",CAG
5936,Indians are basically hypocrites. It is a sex starved nation but is unwilling to discuss it openly. Bollywood films show the leading pair singing & running around trees fully clothed & in the next shot the actress is shown as pregnant. What can we expect from people with double standards who think of sex all the time but try to sweep it under the carpet when it comes to issues like sex education!,OAG
5937,If h is genuine in his deal why he hide from parliament,CAG
5938,who  rapd  nun  in  bngal  mulim,CAG
5939,"I am from kashmir,we have a mandir nearby my maternal home the priests there play bhajans from 5am in the morning on loudspeakers,none among us have ever intervened or complained.
And this practice is happening there since centuries.instead of hatered and animosity all those non-muslims live here in peace with us,safe and happy they are.there kids and us we have grown up together and never talked about our faiths...stop dividing people for personal gains.",OAG
5940,You can't blame religion for that..this is immature,CAG
5941,finest marketing experience -luxury of buying ideas -cnbc tv 18,NAG
5942,Shree Anna hazare is a sence less  person & very opportunist . he is very  very bewakuf because  now he is criticising mr A . Kejriwal,OAG
5943,Anna himself repenting.,CAG
5944,"give modi a chance atleast, so many chance given to congress, they did not do nothing",CAG
5945,Dont worry Kajol. You will not be lynched. You are not a muslim.,CAG
5946,Poison  hasare,CAG
5947,Burning things which u own is ur right ....whether u burn or use no one has the right to tell u ....,NAG
5948,"CLEAN SWEEP  BY MODI, NO ONE LEFT TO SURVIVE EANYWHERE.",CAG
5949,When people will stop listening to your song ?,CAG
5950,Industry & trade can adapt better if GST implementation is delayed: Harsh Mariwala,NAG
5951,heard saying heard Lata mam talk about Mumbai realtty sector can u plz elaborate,NAG
5952,Who is he?????,NAG
5953,Sonia has the 4 quarter low result has been factored in??,NAG
5954,Shame,OAG
5955,Put him behind the bar,CAG
5956,It is very difficult to regain and stabilise the indian currency if Modiji is in indifferent in this situation!,NAG
5957,Our country needs to unite and help muslim .. by not doing politics on this issue.. this father has shown what  india is made of..,CAG
5958,No CM can work against the Constitution..pl do not draw conclusions even before start ..let the CM work ..after all the people are the referee n judge...,CAG
5959,ANDH BHAKT SPOTTED,CAG
5960,"Thanks for noting Harin Munshi, the truth is that we as a system still lack a lot of checks and balances...",NAG
5961,Ever heard of Sree padmanabha temple? Ever heard of Trivandrum?,CAG
5962,Nice moves,NAG
5963,Icici bank hold or sell 200 share @282 holding from last 1.5 year,NAG
5964,Hi Soniya Will Sun & Aurobindo Pharma Their life time high once more in coming Sessions/ It remains Sluggish only???,NAG
5965,All this data given by congress is useless we have to take stern action against these millitants,OAG
5966,We as public should teach the lesson to such politics and politician. It's shameful.,OAG
5967,Waiting for the big bull rally ..Hope to get tom,NAG
5968,"Have a look at the people who have  reacted at this post .(grin emoji)
All are bloody muslims only",OAG
